Team,Season,Week,Rank_Scoring_Offense,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
Miss State,2016,5,63,28.5,31.3,47.0,23.5,33.5,32.1,50,433.8,451.0,598.0,433.5,434.0,444.9,43,23.3,24.0,35.0,17.5,29.0,24.1,31,356.3,348.7,411.0,311.0,401.5,402.3,20,0.8,1.0,1.0,0.5,1.0,1.3,58,1.5,2.0,3.0,1.0,2.0,1.2,65,-0.7,48,102,59,53,--,27,119,35,54,-3.6,24,73,30
Virginia,2016,5,64,28.3,28.3,49.0,49.0,18.0,24.9,45,446.0,446.0,569.0,569.0,384.5,384.3,70,30.7,30.7,35.0,35.0,28.5,32.5,96,468.0,468.0,495.0,495.0,454.5,417.3,41,1.3,1.3,1.0,1.0,1.5,2.0,86,1.0,1.0,1.0,1.0,1.0,1.4,91,-10.3,48,128,113,85,--,59,107,85,61,-4.5,53,85,66
Utah,2016,5,64,28.3,28.3,31.0,25.5,34.0,30.6,58,425.0,425.0,456.0,409.5,456.0,362.9,31,21.0,21.0,27.0,23.0,17.0,22.3,37,366.3,366.3,466.0,397.0,305.0,366.8,121,3.0,3.0,1.0,3.5,2.0,1.6,5,3.0,3.0,3.0,3.0,3.0,2.6,53,2.9,21,119,50,47,--,36,117,36,56,-3.8,30,121,64
E Michigan,2016,5,64,28.3,28.3,27.0,27.0,29.0,25.4,55,428.3,428.3,500.0,500.0,392.5,378.8,93,34.7,34.7,24.0,24.0,40.0,42.1,78,435.3,435.3,313.0,313.0,496.5,519.6,107,2.3,2.3,4.0,4.0,1.5,2.1,11,2.7,2.7,3.0,3.0,2.5,1.0,87,-8.7,15,126,90,97,--,16,123,101,123,-15.5,96,128,118
Ball State,2016,5,67,27.3,27.3,31.0,--,27.3,20.8,49,438.0,438.0,488.0,--,438.0,353.8,49,26.0,26.0,27.0,--,26.0,35.8,51,390.0,390.0,445.0,--,390.0,516.1,87,2.0,2.0,1.0,--,2.0,1.3,67,1.3,1.3,2.0,--,1.3,1.3,83,-6.3,75,122,78,84,--,66,124,79,106,-11.8,64,117,93
Wyoming,2016,5,68,27.0,27.0,24.0,40.0,20.5,19.5,86,373.7,373.7,313.0,488.0,316.5,363.5,101,37.7,37.7,27.0,34.0,39.5,34.9,107,504.0,504.0,500.0,462.0,525.0,421.6,121,3.0,3.0,3.0,0.0,4.5,1.9,28,2.0,2.0,4.0,1.0,2.5,0.9,96,-12.0,32,105,93,99,--,26,106,105,105,-11.4,37,106,92
Cincinnati,2016,5,68,27.0,27.0,27.0,21.5,38.0,32.3,56,426.7,426.7,461.0,384.0,512.0,529.5,55,26.7,26.7,20.0,30.0,20.0,32.9,79,441.0,441.0,313.0,409.5,504.0,423.2,87,2.0,2.0,3.0,3.0,0.0,2.6,4,3.3,3.3,2.0,2.5,5.0,1.1,79,-4.3,54,121,75,32,--,24,119,31,77,-6.6,49,124,53
N Illinois,2016,5,70,26.3,26.3,28.0,28.0,25.5,29.2,79,385.3,385.3,376.0,376.0,390.0,379.7,115,43.3,43.3,42.0,42.0,44.0,27.8,116,516.7,516.7,404.0,404.0,573.0,421.0,22,1.0,1.0,2.0,2.0,0.5,1.9,108,0.7,0.7,1.0,1.0,0.5,2.0,115,-19.8,57,115,101,103,--,63,119,97,79,-7.1,29,88,29
Syracuse,2016,5,70,26.3,26.3,31.0,24.0,31.0,25.5,32,477.3,477.3,469.0,481.5,469.0,310.3,116,43.7,43.7,24.0,53.5,24.0,33.8,123,574.7,574.7,425.0,649.5,425.0,472.7,68,1.7,1.7,0.0,2.5,0.0,1.5,67,1.3,1.3,1.0,1.5,1.0,1.7,89,-8.9,32,111,96,55,--,54,125,71,49,-2.3,33,123,39
GA Southern,2016,5,72,26.0,26.0,31.0,23.0,27.5,35.5,71,409.0,409.0,370.0,416.0,405.5,421.1,52,26.3,26.3,49.0,21.0,29.0,24.4,40,369.7,369.7,407.0,350.0,379.5,334.7,87,2.0,2.0,4.0,1.0,2.5,1.7,86,1.0,1.0,0.0,2.0,0.5,1.8,70,-2.2,3,111,66,73,--,32,78,43,82,-7.7,43,117,117
LA Lafayette,2016,5,73,25.7,25.7,39.0,19.0,39.0,24.8,79,385.3,385.3,377.0,389.5,377.0,365.3,99,36.3,36.3,41.0,34.0,41.0,33.2,66,411.0,411.0,311.0,461.0,311.0,426.9,87,2.0,2.0,4.0,1.0,4.0,1.8,108,0.7,0.7,1.0,0.5,1.0,1.0,113,-17.9,66,125,118,87,--,71,123,73,114,-13.2,24,125,115
N Mex State,2016,5,74,25.5,26.7,6.0,32.0,23.3,28.6,60,422.8,448.7,539.0,307.0,461.3,434.5,120,45.8,48.3,52.0,31.0,50.7,45.0,113,509.5,506.7,492.0,336.0,567.3,523.5,80,1.8,2.3,5.0,0.0,2.3,1.8,58,1.5,1.7,0.0,2.0,1.3,1.8,125,-28.8,98,126,124,120,--,93,127,120,116,-13.5,67,127,112
Georgia,2016,5,75,25.0,25.0,14.0,--,25.0,24.5,57,426.3,426.3,396.0,--,426.3,362.4,78,32.0,32.0,45.0,--,32.0,17.8,76,432.0,432.0,510.0,--,432.0,315.6,41,1.3,1.3,2.0,--,1.3,1.3,28,2.0,2.0,1.0,--,2.0,1.8,62,-0.5,11,67,55,7,16.2,4,30,6,11,6.3,11,47,22
Clemson,2016,5,75,25.0,25.0,26.0,30.0,22.5,37.7,63,418.3,418.3,442.0,414.0,420.5,513.7,11,14.7,14.7,7.0,24.0,10.0,22.5,4,257.3,257.3,124.0,386.0,193.0,320.1,87,2.0,2.0,1.0,3.0,1.5,1.8,18,2.3,2.3,1.0,3.0,2.0,1.8,9,19.6,1,34,15,22,--,2,28,23,10,6.4,1,17,16
Stanford,2016,5,75,25.0,25.0,22.0,26.5,22.0,37.8,98,342.0,342.0,350.0,338.0,350.0,435.6,5,12.0,12.0,13.0,11.5,13.0,22.6,24,337.7,337.7,325.0,344.0,325.0,368.4,41,1.3,1.3,2.0,1.0,2.0,0.9,67,1.3,1.3,1.0,1.5,1.0,1.0,8,21.2,5,52,7,24,--,8,57,56,8,8.7,2,63,11
App State,2016,5,78,24.8,28.7,45.0,20.5,29.0,35.7,82,383.8,414.3,587.0,328.0,439.5,451.5,59,27.5,30.0,38.0,26.0,29.0,20.7,70,420.0,453.7,486.0,437.5,402.5,326.3,22,1.0,1.0,1.0,1.0,1.0,1.8,58,1.5,1.3,2.0,1.0,2.0,1.9,64,-0.6,3,77,73,44,--,2,59,38,22,2.0,6,86,18
Navy,2016,5,79,24.5,24.5,21.0,28.0,21.0,35.8,93,355.5,355.5,346.0,365.0,346.0,424.1,25,19.0,19.0,14.0,24.0,14.0,22.8,18,307.5,307.5,261.0,354.0,261.0,368.3,56,1.5,1.5,2.0,1.0,2.0,0.6,86,1.0,1.0,0.0,2.0,0.0,2.1,67,-1.3,16,74,67,56,--,13,80,47,107,-11.9,44,107,98
Auburn,2016,5,79,24.5,28.3,18.0,24.5,--,27.5,48,438.8,497.7,388.0,438.8,--,367.4,24,18.8,18.7,13.0,18.8,--,26.5,45,385.3,380.7,338.0,385.3,--,402.4,56,1.5,1.0,1.0,1.5,--,1.2,106,0.8,0.3,1.0,0.8,--,1.5,27,10.5,3,51,26,61,--,23,62,59,9,7.9,7,30,10
UNLV,2016,5,81,24.0,24.0,30.0,30.0,21.0,23.9,76,393.3,393.3,539.0,539.0,320.5,384.5,105,39.7,39.7,33.0,33.0,43.0,36.0,92,458.7,458.7,378.0,378.0,499.0,472.1,87,2.0,2.0,2.0,2.0,2.0,1.5,86,1.0,1.0,1.0,1.0,1.0,1.4,95,-11.8,4,118,77,95,--,7,111,91,111,-12.6,59,128,59
UCLA,2016,5,81,24.0,24.0,13.0,27.5,20.5,32.2,68,412.3,393.7,325.0,412.0,412.5,467.8,36,22.0,19.0,22.0,21.5,22.5,26.0,28,348.3,317.0,350.0,339.0,357.5,401.8,56,1.5,1.0,1.0,1.0,2.0,1.5,44,1.8,1.7,2.0,2.0,1.5,1.5,29,9.5,10,77,20,28,--,19,58,26,6,9.8,6,27,7
Vanderbilt,2016,5,83,23.8,28.3,31.0,28.5,19.0,12.3,110,312.5,336.0,389.0,293.0,332.0,307.1,51,26.3,30.7,30.0,18.5,34.0,22.3,86,452.5,500.7,496.0,401.5,503.5,369.4,20,0.8,1.0,1.0,0.5,1.0,2.1,28,2.0,2.0,3.0,2.0,2.0,1.5,66,-1.2,28,116,72,86,--,51,124,109,28,1.2,24,65,24
Oregon St,2016,5,84,23.5,23.5,24.0,24.0,23.0,18.4,115,302.0,302.0,287.0,287.0,317.0,331.5,85,34.0,34.0,38.0,38.0,30.0,39.7,56,396.0,396.0,512.0,512.0,280.0,509.7,56,1.5,1.5,1.0,1.0,2.0,1.4,58,1.5,1.5,2.0,2.0,1.0,1.0,82,-5.6,44,117,79,80,--,60,124,78,60,-4.2,16,81,80
Fresno St,2016,5,85,22.7,22.7,41.0,41.0,13.5,21.2,104,327.0,327.0,453.0,453.0,264.0,303.6,121,47.7,47.7,48.0,48.0,47.5,40.4,121,547.3,547.3,617.0,617.0,512.5,465.4,41,1.3,1.3,2.0,2.0,1.0,1.7,108,0.7,0.7,2.0,2.0,0.0,1.6,108,-14.9,88,124,108,109,--,91,119,108,80,-7.4,13,106,88
Iowa State,2016,5,86,22.3,22.3,44.0,44.0,11.5,24.5,84,383.0,383.0,503.0,503.0,323.0,417.3,74,31.0,31.0,10.0,10.0,41.5,35.0,69,416.0,416.0,332.0,332.0,458.0,467.2,12,0.7,0.7,1.0,1.0,0.5,2.0,67,1.3,1.3,4.0,4.0,0.0,1.0,102,-13.3,35,126,123,105,--,68,113,110,74,-6.4,41,92,70
Purdue,2016,5,87,22.0,22.0,24.0,22.0,--,23.9,26,485.0,485.0,466.0,485.0,--,353.0,49,26.0,26.0,14.0,26.0,--,38.5,43,382.5,382.5,253.0,382.5,--,467.8,127,4.5,4.5,4.0,4.5,--,2.2,126,0.0,0.0,0.0,0.0,--,1.6,101,-13.2,82,118,110,66,--,66,118,72,122,-14.8,77,123,111
USC,2016,5,87,22.0,27.3,27.0,45.0,14.3,33.9,90,358.8,413.7,466.0,422.0,337.7,437.9,65,29.3,21.7,31.0,7.0,36.7,25.7,55,394.5,371.0,456.0,253.0,441.7,400.4,56,1.5,1.7,3.0,1.0,1.7,0.9,84,1.3,1.0,1.0,1.0,1.3,1.6,36,5.4,1,103,36,127,-17.5,20,127,127,3,11.3,1,20,2
Miami (OH),2016,5,89,21.7,21.7,20.0,24.0,20.5,17.2,78,387.0,387.0,313.0,424.0,368.5,326.6,90,34.3,34.3,27.0,31.0,36.0,34.3,72,423.0,423.0,461.0,404.0,432.5,413.0,87,2.0,2.0,2.0,1.0,2.5,2.6,28,2.0,2.0,3.0,3.0,1.5,1.4,109,-14.9,66,118,115,91,--,34,119,98,84,-8.0,19,119,100
E Carolina,2016,5,89,21.7,21.7,17.0,33.0,16.0,27.4,35,469.0,469.0,443.0,445.0,481.0,413.5,93,34.7,34.7,54.0,30.0,37.0,26.5,73,423.7,423.7,462.0,497.0,387.0,399.5,107,2.3,2.3,1.0,2.0,2.5,1.7,122,0.3,0.3,0.0,1.0,0.0,1.3,74,-3.1,34,106,45,94,--,47,97,52,40,-1.1,38,112,44
Duke,2016,5,89,21.7,21.7,38.0,14.0,25.5,29.6,61,421.0,421.0,498.0,369.0,447.0,421.4,62,27.7,27.7,35.0,24.0,29.5,27.5,80,443.0,443.0,534.0,389.0,470.0,413.5,87,2.0,2.0,1.0,3.0,1.5,1.8,18,2.3,2.3,3.0,2.0,2.5,1.7,61,-0.3,34,84,84,54,--,38,87,87,42,-1.2,35,94,71
Wake Forest,2016,5,92,21.3,21.3,33.0,7.0,28.5,15.3,114,305.3,305.3,352.0,175.0,370.5,310.0,13,15.0,15.0,28.0,3.0,21.0,26.5,70,420.0,420.0,611.0,280.0,490.0,383.1,12,0.7,0.7,0.0,0.0,1.0,2.2,5,3.0,3.0,5.0,1.0,4.0,1.0,60,0.4,48,122,74,34,--,16,120,30,62,-4.8,40,107,86
Michigan St,2016,5,93,21.0,21.0,6.0,6.0,36.0,29.8,67,413.0,413.0,325.0,325.0,501.0,385.6,63,29.0,29.0,30.0,30.0,28.0,21.7,33,359.0,359.0,317.0,317.0,401.0,349.9,114,2.5,2.5,4.0,4.0,1.0,1.0,12,2.5,2.5,2.0,2.0,3.0,2.0,71,-2.6,27,116,40,25,--,21,113,21,21,2.6,20,126,20
North Texas,2016,5,93,21.0,21.0,42.0,21.0,21.0,15.9,118,295.3,295.3,439.0,394.0,246.0,331.2,84,33.7,33.7,35.0,34.0,33.5,39.0,115,511.3,511.3,491.0,572.0,481.0,487.9,68,1.7,1.7,1.0,3.0,1.0,2.2,48,1.7,1.7,3.0,1.0,2.0,1.6,112,-17.0,78,126,116,96,--,66,122,106,124,-15.5,62,125,116
BYU,2016,5,95,20.8,21.7,32.0,14.0,23.0,30.7,81,384.3,374.0,521.0,273.0,421.3,398.4,36,22.0,24.0,35.0,17.0,23.7,24.3,42,382.3,400.3,481.0,357.0,390.7,363.8,87,2.0,2.7,4.0,1.0,2.3,1.7,10,2.8,3.0,2.0,1.0,3.3,1.8,39,4.5,8,47,44,14,3.7,7,117,12,13,5.8,13,63,14
GA Tech,2016,5,96,20.7,20.7,7.0,22.5,17.0,25.6,119,291.0,291.0,124.0,317.5,238.0,362.2,14,15.7,15.7,26.0,16.5,14.0,27.5,27,345.7,345.7,442.0,358.5,320.0,376.7,22,1.0,1.0,1.0,1.0,1.0,2.1,48,1.7,1.7,1.0,1.0,3.0,1.3,35,5.5,19,71,29,17,0.3,8,123,123,33,0.1,23,69,69
Nevada,2016,5,96,20.7,20.7,14.0,38.0,12.0,25.8,91,358.0,358.0,253.0,521.0,276.5,374.0,48,25.7,25.7,24.0,14.0,31.5,27.7,73,423.7,423.7,466.0,361.0,455.0,412.4,6,0.3,0.3,0.0,0.0,0.5,1.0,48,1.7,1.7,4.0,0.0,2.5,1.8,106,-14.2,85,124,99,102,--,73,119,95,108,-11.9,83,126,107
Old Dominion,2016,5,96,20.7,20.7,33.0,33.0,14.5,24.3,88,364.0,364.0,445.0,445.0,323.5,363.2,81,33.0,33.0,19.0,19.0,40.0,38.1,64,409.0,409.0,342.0,342.0,442.5,455.6,6,0.3,0.3,0.0,0.0,0.5,1.6,67,1.3,1.3,2.0,2.0,1.0,1.5,99,-12.8,64,125,103,107,--,67,114,107,110,-12.4,73,125,97
Hawaii,2016,5,96,20.7,20.7,28.0,--,20.7,15.2,85,381.0,381.0,429.0,--,381.0,305.6,125,53.7,53.7,47.0,--,53.7,36.3,123,574.7,574.7,582.0,--,574.7,452.1,107,2.3,2.3,2.0,--,2.3,2.8,122,0.3,0.3,0.0,--,0.3,0.8,117,-21.9,80,128,119,126,-17.5,106,128,126,90,-9.1,33,112,90
Texas State,2016,5,96,20.7,20.7,3.0,3.0,29.5,23.6,125,264.3,264.3,142.0,142.0,325.5,392.5,124,53.3,53.3,64.0,64.0,48.0,40.5,122,553.3,553.3,563.0,563.0,548.5,533.3,68,1.7,1.7,1.0,1.0,2.0,1.7,86,1.0,1.0,0.0,0.0,1.5,1.1,124,-26.3,62,128,104,101,--,85,125,96,31,0.5,31,128,32
TX-San Ant,2016,5,101,20.3,20.3,19.0,28.0,16.5,22.6,117,299.7,299.7,342.0,322.0,288.5,362.6,66,29.3,29.3,33.0,32.0,28.0,33.8,68,414.0,414.0,445.0,469.0,386.5,444.1,22,1.0,1.0,2.0,0.0,1.5,1.9,86,1.0,1.0,0.0,3.0,0.0,1.8,111,-16.1,70,123,100,110,--,73,124,103,115,-13.3,99,124,110
Utah State,2016,5,101,20.3,20.3,20.0,27.0,7.0,30.4,100,333.7,333.7,414.0,374.0,253.0,381.7,70,30.7,30.7,27.0,23.5,45.0,28.2,39,368.3,368.3,326.0,341.5,422.0,346.6,41,1.3,1.3,2.0,1.5,1.0,1.9,67,1.3,1.3,0.0,1.5,1.0,1.8,90,-9.5,9,109,89,118,--,10,118,115,85,-8.0,56,123,84
Connecticut,2016,5,101,20.3,20.3,24.0,18.5,24.0,16.9,94,352.0,352.0,425.0,351.0,354.0,310.6,42,23.0,23.0,31.0,20.5,28.0,19.8,61,405.0,405.0,469.0,425.0,365.0,359.6,68,1.7,1.7,1.0,1.5,2.0,1.3,108,0.7,0.7,0.0,0.5,1.0,1.9,94,-11.4,71,127,95,57,--,42,122,53,88,-9.0,66,120,94
Tulane,2016,5,104,19.3,19.3,41.0,27.5,3.0,18.0,121,284.0,284.0,311.0,286.0,280.0,300.6,39,22.3,22.3,39.0,30.0,7.0,38.9,16,299.3,299.3,377.0,361.5,175.0,422.8,12,0.7,0.7,1.0,0.5,1.0,1.2,28,2.0,2.0,4.0,3.0,0.0,1.3,80,-4.6,46,120,68,58,--,39,125,75,101,-10.8,46,115,77
Northwestern,2016,5,104,19.3,19.3,13.0,19.3,--,17.8,87,371.0,371.0,388.0,371.0,--,313.0,27,19.7,19.7,24.0,19.7,--,20.2,90,456.0,456.0,556.0,456.0,--,334.0,68,1.7,1.7,2.0,1.7,--,1.6,67,1.3,1.3,2.0,1.3,--,1.6,77,-4.1,20,102,85,63,--,18,79,68,45,-1.6,22,84,68
LA Monroe,2016,5,106,19.0,19.0,21.0,--,19.0,18.8,95,350.0,350.0,350.0,--,350.0,287.3,110,41.0,41.0,23.0,--,41.0,39.6,118,528.0,528.0,416.0,--,528.0,437.9,56,1.5,1.5,2.0,--,1.5,2.5,86,1.0,1.0,1.0,--,1.0,1.0,104,-13.7,63,128,97,92,--,89,121,89,100,-10.8,95,128,95
Rutgers,2016,5,106,19.0,19.0,7.0,22.0,13.0,23.8,97,345.7,345.7,383.0,366.5,304.0,362.3,68,30.0,30.0,14.0,21.0,48.0,36.9,57,399.0,399.0,355.0,408.5,380.0,486.8,68,1.7,1.7,1.0,1.0,3.0,1.5,86,1.0,1.0,0.0,1.0,1.0,1.4,84,-6.4,74,125,86,100,--,77,118,99,67,-5.7,2,85,82
Buffalo,2016,5,108,18.5,18.5,23.0,23.0,14.0,24.5,109,313.0,313.0,265.0,265.0,361.0,379.1,63,29.0,29.0,20.0,20.0,38.0,28.8,99,482.5,482.5,444.0,444.0,521.0,426.5,9,0.5,0.5,1.0,1.0,0.0,1.8,86,1.0,1.0,2.0,2.0,0.0,1.5,118,-21.9,101,128,128,119,--,83,121,119,117,-13.9,99,127,124
Rice,2016,5,109,18.3,19.7,35.0,22.5,14.0,23.4,101,333.3,348.3,491.0,378.0,288.5,389.5,103,39.3,37.0,42.0,40.0,38.5,37.6,120,535.0,497.0,439.0,538.5,531.5,462.2,87,2.0,2.0,3.0,2.0,2.0,1.8,116,0.5,0.7,1.0,1.0,0.0,0.7,116,-21.5,110,127,112,108,--,85,126,102,71,-6.1,9,125,9
Colorado St,2016,5,110,18.0,18.0,24.0,23.0,15.5,26.7,113,307.3,307.3,369.0,328.0,297.0,411.5,67,29.7,29.7,31.0,14.0,37.5,28.4,65,410.0,410.0,417.0,235.0,497.5,407.8,87,2.0,2.0,2.0,0.0,3.0,1.8,67,1.3,1.3,1.0,1.0,1.5,1.1,103,-13.4,19,126,111,128,-28.5,90,128,128,99,-10.7,38,114,114
S Alabama,2016,5,111,17.7,17.7,23.0,9.0,22.0,24.3,92,356.3,356.3,338.0,352.0,358.5,355.8,45,24.0,24.0,28.0,24.0,24.0,38.5,82,445.0,445.0,512.0,441.0,447.0,425.7,12,0.7,0.7,1.0,1.0,0.5,2.0,86,1.0,1.0,2.0,1.0,1.0,1.5,97,-12.0,12,114,88,81,--,22,126,80,92,-9.2,11,121,54
Idaho,2016,5,111,17.7,17.7,33.0,--,17.7,29.4,106,319.0,319.0,378.0,--,319.0,419.0,122,48.3,48.3,30.0,--,48.3,42.5,114,510.0,510.0,539.0,--,510.0,493.4,87,2.0,2.0,1.0,--,2.0,1.9,67,1.3,1.3,2.0,--,1.3,1.4,123,-25.8,54,127,127,114,--,19,123,122,113,-13.2,97,125,119
Charlotte,2016,5,111,17.7,17.7,20.0,19.0,17.0,16.0,103,327.7,327.7,429.0,346.0,318.5,326.4,123,51.7,51.7,48.0,37.0,59.0,38.6,112,509.0,509.0,507.0,357.0,585.0,450.9,68,1.7,1.7,1.0,3.0,1.0,3.0,67,1.3,1.3,0.0,1.0,1.5,1.9,122,-23.3,96,128,120,117,--,79,128,116,126,-17.2,37,128,126
U Mass,2016,5,114,17.5,21.0,35.0,21.0,7.0,22.2,123,278.5,309.0,411.0,309.0,187.0,400.1,59,27.5,28.7,47.0,28.7,24.0,31.4,61,405.0,419.0,598.0,419.0,363.0,447.8,80,1.8,2.3,3.0,2.3,0.0,1.6,86,1.0,1.3,1.0,1.3,0.0,1.5,110,-15.5,86,119,105,79,--,73,126,81,96,-10.2,23,126,101
Georgia State,2016,5,115,17.3,17.3,17.0,21.0,15.5,26.4,127,247.7,247.7,302.0,272.0,235.5,436.3,85,34.0,34.0,23.0,31.0,35.5,27.3,93,462.0,462.0,400.0,455.0,465.5,397.6,12,0.7,0.7,0.0,2.0,0.0,1.8,67,1.3,1.3,2.0,2.0,1.0,1.7,100,-13.2,75,124,102,90,--,76,119,93,43,-1.3,38,120,38
S Methodist,2016,5,116,16.7,16.7,3.0,3.0,23.5,26.2,52,432.3,432.3,320.0,320.0,488.5,372.9,75,31.3,31.3,33.0,33.0,30.5,45.5,111,506.3,506.3,589.0,589.0,465.0,481.8,107,2.3,2.3,2.0,2.0,2.5,2.1,18,2.3,2.3,1.0,1.0,3.0,1.1,98,-12.1,55,106,87,82,--,58,112,84,81,-7.6,45,96,91
LSU,2016,5,116,16.7,16.7,13.0,23.0,13.5,32.8,102,329.0,329.0,338.0,392.0,297.5,437.3,20,18.0,18.0,18.0,20.0,17.0,24.3,20,332.3,332.3,388.0,270.0,363.5,347.2,68,1.7,1.7,1.0,1.0,2.0,0.8,48,1.7,1.7,1.0,1.0,2.0,1.4,44,3.9,4,57,57,9,11.3,5,24,8,15,5.1,4,26,26
TX El Paso,2016,5,118,16.5,9.3,7.0,19.7,7.0,20.1,108,313.3,245.0,258.0,348.3,208.0,342.1,109,40.8,47.0,34.0,40.7,41.0,34.4,77,434.3,464.0,378.0,440.3,416.0,430.5,80,1.8,2.0,3.0,2.0,1.0,2.1,106,0.8,1.0,2.0,0.7,1.0,0.8,127,-31.2,98,128,126,116,--,86,117,112,118,-14.1,100,128,108
Illinois,2016,5,118,16.5,16.5,10.0,16.5,--,20.7,111,312.0,312.0,315.0,312.0,--,361.1,110,41.0,41.0,34.0,41.0,--,25.4,84,449.5,449.5,437.0,449.5,--,369.9,56,1.5,1.5,2.0,1.5,--,1.2,116,0.5,0.5,0.0,0.5,--,1.7,92,-10.6,26,106,94,65,--,42,85,70,70,-6.0,39,115,67
Fla Atlantic,2016,5,120,14.7,14.7,27.0,27.0,8.5,22.5,120,290.0,290.0,445.0,445.0,212.5,377.8,117,44.0,44.0,31.0,31.0,50.5,28.8,100,484.3,484.3,488.0,488.0,482.5,408.1,107,2.3,2.3,2.0,2.0,2.5,2.0,67,1.3,1.3,1.0,1.0,1.5,1.9,121,-22.2,103,125,121,113,--,83,116,113,104,-11.2,94,127,99
Arkansas St,2016,5,120,14.7,14.7,20.0,10.0,17.0,37.5,107,316.3,316.3,357.0,266.0,341.5,423.2,102,38.7,38.7,34.0,31.0,42.5,32.2,119,532.0,532.0,334.0,556.0,520.0,427.4,22,1.0,1.0,3.0,0.0,1.5,2.1,67,1.3,1.3,1.0,2.0,1.0,2.6,119,-21.9,21,120,114,106,--,10,114,104,78,-7.0,5,114,15
S Carolina,2016,5,122,14.3,14.7,10.0,20.0,12.3,21.9,122,282.8,274.3,268.0,312.0,273.0,355.2,19,17.3,19.7,17.0,15.0,18.0,27.9,58,399.3,451.7,351.0,519.0,359.3,433.7,22,1.0,0.7,0.0,0.0,1.3,1.4,44,1.8,2.3,2.0,4.0,1.0,1.8,72,-3.0,5,92,56,77,--,3,99,51,35,0.0,3,67,17
Kansas,2016,5,123,14.0,14.0,7.0,21.0,7.0,13.2,124,273.0,273.0,314.0,232.0,314.0,309.3,106,40.0,40.0,43.0,37.0,43.0,46.5,82,445.0,445.0,394.0,496.0,394.0,569.7,127,4.5,4.5,6.0,3.0,6.0,2.0,116,0.5,0.5,0.0,1.0,0.0,1.6,105,-14.2,35,120,109,111,--,48,117,117,121,-14.6,71,127,113
Florida Intl,2016,5,124,13.5,13.7,14.0,13.7,13.0,24.3,116,301.8,292.0,189.0,297.3,315.0,335.1,100,37.3,38.3,53.0,42.7,21.0,31.3,94,464.5,457.3,501.0,488.0,394.0,424.0,80,1.8,1.3,1.0,1.7,2.0,1.2,116,0.5,0.3,0.0,0.3,1.0,1.4,126,-30.5,98,126,122,112,--,78,121,111,86,-8.2,38,124,78
Boston Col,2016,5,125,13.3,13.3,0.0,--,13.3,10.6,126,262.7,262.7,124.0,--,262.7,247.5,46,24.3,24.3,49.0,--,24.3,18.0,10,278.7,278.7,476.0,--,278.7,295.6,87,2.0,2.0,2.0,--,2.0,2.0,48,1.7,1.7,1.0,--,1.7,2.0,85,-7.0,53,109,92,15,2.9,10,119,10,59,-4.0,28,84,33
San Jose St,2016,5,126,12.3,12.3,10.0,17.0,10.0,26.7,112,308.0,308.0,332.0,305.0,309.5,379.4,110,41.0,41.0,44.0,34.0,44.5,28.4,104,490.3,490.3,503.0,456.0,507.5,372.9,125,3.3,3.3,4.0,3.0,3.5,1.4,86,1.0,1.0,1.0,2.0,0.5,1.0,120,-22.1,70,125,106,121,--,78,121,118,89,-9.0,32,113,74
Bowling Grn,2016,5,127,11.3,11.3,3.0,21.0,6.5,42.2,105,323.7,323.7,294.0,433.0,269.0,546.8,128,65.0,65.0,77.0,41.0,77.0,28.9,128,615.7,615.7,635.0,436.0,705.5,417.8,126,3.7,3.7,4.0,4.0,3.5,1.1,86,1.0,1.0,0.0,2.0,0.5,1.9,128,-37.2,66,128,125,122,--,75,124,121,109,-12.3,3,116,96
Kent State,2016,5,128,6.5,6.5,0.0,--,6.5,10.2,128,222.5,222.5,166.0,--,222.5,250.9,108,40.5,40.5,48.0,--,40.5,27.3,75,428.0,428.0,502.0,--,428.0,384.9,87,2.0,2.0,1.0,--,2.0,1.6,116,0.5,0.5,0.0,--,0.5,1.4,114,-19.5,82,119,117,98,--,73,116,94,119,-14.3,22,123,123
